gene name	Scaled_TPM	group number
Y119C1B.3	0.0004813028254321	1
C43G2.3	0.0005914550527983	1
ZK353.4	0.0008373791315873	1
F36D3.5	0.00087678192874	1
K08C9.2	0.0009768989176837	1
C24H12.6	0.0010498375039176	1
F22F7.11	0.0012041570062971	1
dct-9	0.0012603137270255	1
F57A8.6	0.0013269088619674	1
T04A6.3	0.0013760319140286	1
flp-19	0.0014587157812718	1
F54F7.3	0.0019764789259595	1
ZK688.10	0.0021916947034651	1
lag-2	0.0025594179969053	1
F22D3.4	0.0028765562279671	1
Y57G11B.3	0.0049791866344561	1
C33C12.12	0.0052883994088464	1
oac-9	0.0053922758461548	1
Y47D3A.13	0.0054505825752462	1
ZK1010.5	0.0060627750453145	1
T28B8.6	0.0064216095438451	1
irld-8	0.0067807653585894	1
ZK1225.4	0.0086591563096626	1
best-11	0.008930794893948	1
irld-18	0.0092241896217387	1
nlp-55	0.009542196446399	1
R102.8	0.0095636566963177	1
snt-4	0.0104674993654758	1
F21D9.2	0.0110205321728211	1
ZK39.10	0.0116967639404436	1
crf-1	0.0117778024368867	1
T21C9.11	0.0118013992508941	1
C53B4.2	0.012867367813695	1
D1086.17	0.0140380829377679	1
F53H4.2	0.0159340039668944	1
hot-3	0.016103356892634	1
F07E5.8	0.0169307167797046	1
H34I24.1	0.0171249140121791	1
clec-79	0.0179679059342409	1
F59A1.15	0.0185790022001825	1
irld-3	0.0188350672566019	1
T28F12.1	0.0203913776289837	1
C36E6.8	0.0209331846629211	1
dmsr-7	0.0210380150267994	1
C05B5.12	0.021260186967727	1
dlc-6	0.0215815341107563	1
T20H9.6	0.0216326249926766	1
T02B11.9	0.0219941448210539	1
Y38H6C.15	0.0220063192339203	1
nlp-38	0.0238724856074685	1
F47B3.4	0.0246030233395613	1
F54H12.8	0.0251401661019453	1
T08G3.7	0.0257648224292781	1
AC3.12	0.0259622456914595	1
Y79H2A.2	0.0260622529423059	1
T22C1.9	0.02665181287095	1
F47D12.7	0.0269182486220724	1
F36A4.1	0.0270064490198892	1
W09C3.8	0.0277796380686695	1
Y62E10A.3	0.0282557388789865	1
F13B12.7	0.0287165209090842	1
Y43F8C.9	0.0290330358053344	1
hdl-1	0.0295206917965328	1
F26C11.4	0.0298828857902201	1
C38C6.5	0.0308595799426026	1
C10A4.9	0.0312645822927349	1
Y37E3.19	0.0320771046582558	1
frpr-13	0.0325824425481008	1
F54F7.14	0.0329153898378019	1
H41C03.3	0.0332576800628846	1
C09B9.4	0.0334005176345573	1
acp-7	0.0344812630613295	1
H03A11.1	0.0354136642077197	1
Y46G5A.22	0.0355248589509544	1
kvs-3	0.0365095531261611	1
Y23H5B.12	0.037842895838429	1
F16H6.9	0.0381013562925218	1
C04E6.5	0.0382926650120455	1
Y54E2A.7	0.0385343398246118	1
C15H11.10	0.0391594814013597	1
K09H9.9	0.0393025212868101	1
Y53C10A.10	0.0394262893413762	1
E04D5.2	0.0404202531001328	1
T28B4.4	0.040719099612847	1
scrm-7	0.0408003569311806	1
Y39B6A.30	0.0416919032218807	1
Y51A2B.9	0.0417123517427362	1
peel-1	0.042039483520327	1
nlp-12	0.0423052598986035	1
F36D1.6	0.0432860386244324	1
cwn-2	0.0433126925674168	1
mps-3	0.0436789855384298	1
F58B4.7	0.0447701462133599	1
B0207.9	0.045782365524929	1
T16A9.5	0.0458826712262653	1
Y45F10B.8	0.0461430958976583	1
F58A6.5	0.0472353712220215	1
W09D6.4	0.0473199977023237	1
C17C3.9	0.0483478215637768	1
R07E3.2	0.0490945618093053	1
flp-17	0.0490947843301353	1
T27C4.1	0.0493153136211821	1
R12G8.1	0.0507669264942896	1
F46A8.6	0.0513584409761392	1
Y46G5A.14	0.0522043863088325	1
clec-117	0.0527425846390118	1
B0252.8	0.0540717237591432	1
spin-1	0.054238856434391	1
C29E4.14	0.0549641756696588	1
F52F12.9	0.055119874046788	1
F28A10.7	0.0562548205703463	1
C55A6.11	0.0573858389297691	1
T09F5.10	0.0591063694835244	1
snf-2	0.0597333115277563	1
H12D21.5	0.0606172835138394	1
K09C6.7	0.0607629397420806	1
C50H2.7	0.0608860758764132	1
C09D4.2	0.0610683907814994	1
nlp-5	0.0613045875111384	1
ZK1067.4	0.0616156285436184	1
F38H4.5	0.0616689715826674	1
clec-260	0.0621107734395955	1
Y55B1AR.3	0.0625753741751453	1
F25H5.2	0.0628364543215537	1
F38A5.22	0.062860603001403	1
fbxa-224	0.0630128233797255	1
fipr-9	0.0631975614275269	1
C54G4.2	0.064592179347253	1
F36H12.5	0.0653353621255303	1
exp-2	0.0655023698928563	1
srh-277	0.0661571425491185	1
C34E10.9	0.0678116136886994	1
F58D5.6	0.0678732018583167	1
D1086.11	0.0689491798131401	1
C31H1.2	0.0711645841988769	1
C31G12.4	0.0711938918010001	1
R13A5.10	0.0713969101326603	1
delm-2	0.0716562982763291	1
F44F4.9	0.0728987107687717	1
F12A10.6	0.0729102991497447	1
pkc-2	0.0744826956765911	1
T24F1.4	0.074998655070045	1
C55B6.5	0.075074232252267	1
npr-27	0.0757879724608936	1
C35A5.4	0.0761736449317674	1
che-13	0.0766971153201821	1
dmd-4	0.0773506444288931	1
C17F3.3	0.078092263236418	1
tag-314	0.0786624054984515	1
F30A10.12	0.0789993393502852	1
K03B4.4	0.0793102375136676	1
K05F1.1	0.0794223390621348	1
F28A10.3	0.0800777364578134	1
R02F2.5	0.08025522016206	1
C50D2.2	0.0812274551790733	1
K07D4.9	0.0830723186475948	1
F59A6.2	0.0841934695108118	1
K05F1.8	0.0845432719839028	1
flp-6	0.0845832063396675	1
Y57G11C.40	0.0846062158218152	1
C02B8.12	0.0871945854798878	1
marc-1	0.0873363223845135	1
T12A7.7	0.0887523337719797	1
C53B7.2	0.0897128015590058	1
F44F1.3	0.0897524610096645	1
K08H2.5	0.0911238614216072	1
H12D21.9	0.0929380689790117	1
ZK1053.6	0.0937325954010353	1
C55B7.10	0.0940384741564612	1
deg-3	0.0941931935235474	1
F32B6.10	0.0944002222076466	1
Y57A10B.7	0.0949264685442308	1
T28B8.4	0.095568276719842	1
F38A5.8	0.0965143990570756	1
ZK287.3	0.0966312684103971	1
ifa-4	0.0970093559322815	1
C29E4.17	0.098554392764993	1
mctp-1	0.0998532176723411	1
F36D3.8	0.10005128380157	1
Y45F10C.1	0.100213598300721	1
T09A12.1	0.100837906359059	1
C25G4.8	0.101074248407575	1
gar-2	0.101267261342541	1
F56D6.13	0.102981519621904	1
Y69A2AR.19	0.103048978217361	1
C06C6.6	0.103245512816871	1
ZC376.8	0.104450766421655	1
F21F8.5	0.105258619983858	1
msp-74	0.107737606271347	1
C04F12.12	0.107763691322629	1
C27F2.6	0.109594319416779	1
wht-4	0.110064431525512	1
T28F4.3	0.110068994081966	1
T13A10.1	0.110267110804465	1
clec-123	0.111241936594752	1
C28C12.1	0.112413425069231	1
ocr-2	0.11294751873398	1
C55C3.6	0.113470135949175	1
flp-8	0.11347339431554	1
M110.7	0.113627530819956	1
W04C9.9	0.114369651254368	1
hpo-26	0.11506032086501	1
ZK616.61	0.116225131057921	1
fbxc-49	0.117075141959053	1
tsp-19	0.117802536032265	1
bgnt-1.4	0.118223262680104	1
F25F2.1	0.118372806227865	1
C36F7.5	0.118499789252256	1
F36H1.3	0.119620969800275	1
best-6	0.11981715240424	1
F32D1.3	0.12000547672149	1
math-48	0.120424947879928	1
sgcb-1	0.120842628750222	1
Y26G10.6	0.120886316716649	1
R08C7.8	0.121784155726105	1
C14A6.8	0.124363882242726	1
ipla-5	0.125122912893494	1
nlp-57	0.125411130712035	1
C15A11.4	0.12591723879261	1
ttr-11	0.126852078554971	1
Y71A12B.23	0.127058585648243	1
K09F6.10	0.128736567820754	1
F54C8.6	0.129291036586149	1
B0454.26	0.130364242750072	1
W06F12.3	0.131130107586036	1
tbx-34	0.131326164888742	1
C01G12.7	0.131446877038443	1
R05F9.7	0.131640249798081	1
rpl-42	0.132271372797742	1
H06I04.5	0.132781234703385	1
Y53F4B.36	0.133076353916871	1
C27B7.6	0.134004648831126	1
F56F4.3	0.135005245026903	1
kin-21	0.137137487696814	1
F10E9.1	0.138464048953066	1
F41F3.1	0.139134973033768	1
Y54G2A.49	0.139557460504499	1
Y43B11AR.1	0.139666418110403	1
Y51B9A.7	0.141022494907897	1
R04B5.11	0.142449695048176	1
K07A3.3	0.143121965452949	1
F56H1.3	0.144827969033627	1
Y57G11A.2	0.146396955076226	1
Y38H8A.2	0.146430150986431	1
F11G11.14	0.147002596318977	1
F14E5.8	0.147356020414554	1
W06H8.4	0.147727690546395	1
nlp-35	0.148031924578635	1
Y51H4A.22	0.148691002953312	1
abt-5	0.148693290784366	1
C09H5.7	0.148975467949078	1
fut-5	0.149371135897436	1
Y41C4A.7	0.149550365585876	1
nmtn-1	0.149914934469797	1
M03E7.3	0.150222824528608	1
nlp-15	0.150228686617196	1
phy-3	0.150438775457669	1
C28F5.1	0.15235308256202	1
F54D1.6	0.152443019194655	1
R07A4.2	0.152506328193812	1
M05B5.7	0.15273454703121	1
Y57G11B.5	0.154173785712355	1
cdc-25.4	0.154707711131424	1
B0524.5	0.15674382275923	1
T20F10.5	0.156985161955903	1
F59C6.3	0.157740670985109	1
C30G7.2	0.16106594250906	1
F36A2.11	0.161244308063425	1
piit-1	0.161495568189699	1
K06A4.6	0.16325787540745	1
H05L14.1	0.165224159213375	1
C27A2.8	0.16565214009439	1
T23F6.3	0.166353226173384	1
F36H2.6	0.166427728605456	1
F20D6.6	0.168189397332085	1
C01B10.44	0.16870225726965	1
R11.2	0.169177139748252	1
F02D8.5	0.169566206646336	1
ttr-22	0.170470265828644	1
C35A5.6	0.170654106337771	1
K10C2.14	0.173216958095682	1
irld-57	0.173452880457355	1
F56D6.18	0.174988311037798	1
anoh-2	0.175566465436537	1
R04B3.2	0.175639992132572	1
snet-1	0.178720595400494	1
T04B2.8	0.178775208990438	1
F13H8.3	0.179596493812125	1
ZK354.3	0.181582931181031	1
F27C1.11	0.182253984917562	1
R74.10	0.182972661399245	1
T03F6.6	0.184052034648502	1
cpx-1	0.184184586189607	1
Y66A7A.9	0.184815133006844	1
R13A5.9	0.185414144733039	1
nlp-3	0.185454615634344	1
Y116A8C.33	0.186175950668379	1
ZK1098.9	0.186342233185416	1
F56B3.6	0.188277478902265	1
Y64G10A.7	0.189283308038655	1
T21E12.5	0.190855493220836	1
K12D12.4	0.191821554860828	1
Y43C5A.4	0.192166947643493	1
F22B5.6	0.193518135246282	1
F56F4.4	0.193778986820537	1
Y67A10A.3	0.193789689867857	1
Y69E1A.3	0.196072466638521	1
tiam-1	0.196288194721251	1
F54H5.3	0.19798579718797	1
T25B2.2	0.198349818124066	1
ttr-27	0.199128692379578	1
ZK945.8	0.200474576481635	1
F21C10.18	0.200950068795764	1
sfxn-1.1	0.201912861502597	1
let-522	0.203067807394538	1
Y57G11C.52	0.205937264348675	1
ins-28	0.20606095906595	1
abt-1	0.206978560050172	1
Y73F8A.20	0.208220642601807	1
F14F7.4	0.208290488185882	1
F46E10.18	0.20943817645146	1
AH6.3	0.209894569311696	1
Y57G11C.41	0.211774624552549	1
F28A10.4	0.213150504539768	1
R05D7.1	0.214945154962153	1
ZC250.5	0.215218202221498	1
W03G11.4	0.21568265548612	1
F56D6.22	0.215762481243173	1
M7.7	0.215833020634997	1
Y57G11C.5	0.216238930432416	1
sre-50	0.216764084413746	1
Y37F4.5	0.2176748138789	1
K06A1.2	0.218629907949882	1
Y54E5A.2	0.220199598238697	1
dhhc-5	0.221701028957986	1
T15B12.1	0.222565737099703	1
F25H5.7	0.224237798309617	1
F36G9.13	0.225335421527499	1
C04E6.8	0.230731367600019	1
wht-6	0.230944217399084	1
T23B7.2	0.231425601997683	1
ZK1248.20	0.231682677850607	1
F57F4.1	0.232041249336211	1
R12B2.3	0.232174412623383	1
gpcp-1	0.232272707803547	1
ttr-56	0.233461490556767	1
slcf-2	0.233511698217237	1
fbxa-218	0.235986606528258	1
F49H12.2	0.237118864576944	1
C07A9.13	0.239819673915919	1
cho-1	0.241667706430637	1
Y57G7A.3	0.243681340656123	1
Y59E9AR.7	0.244143698953257	1
R102.3	0.246061295998424	1
pqn-31	0.246241165575589	1
B0432.11	0.24652046326936	1
Y53G8AM.6	0.247440949452428	1
F35B12.3	0.24789986800686	1
ZC581.9	0.248147660679082	1
C25G4.7	0.248366530837948	1
agr-1	0.248391503412026	1
F10E9.2	0.249810604080902	1
sfxn-1.3	0.250390412252133	1
C46H11.6	0.251953607646828	1
C06E7.2	0.252256772629793	1
D1081.3	0.252468986471542	1
Y39F10A.1	0.25269275714754	1
Y45F10D.16	0.252856477458789	1
Y59H11AR.10	0.255273869599491	1
F23H12.3	0.256101216147494	1
far-6	0.257848988634341	1
F26B1.5	0.259415161198093	1
ZK892.5	0.260457582010393	1
C48E7.7	0.260948230829948	1
K04C2.7	0.263330959668053	1
spe-42	0.263887390885158	1
T11F8.4	0.264356147115007	1
basl-1	0.265524095146253	1
Y69A2AR.23	0.265774709606759	1
Y53F4B.24	0.265887257222905	1
C08A9.3	0.266361988967546	1
F21C3.7	0.266573827258854	1
cka-2	0.268804095993424	1
Y47D3A.31	0.269482985728817	1
Y119C1B.1	0.270131361153744	1
wht-5	0.271304908047352	1
F27E5.3	0.272761815004276	1
del-1	0.273494578163806	1
sgn-1	0.274291020588521	1
C48B6.4	0.27623835869031	1
C17C3.11	0.277945764001677	1
F43E2.6	0.278147325957633	1
Y48G1C.13	0.281799321554483	1
F29D10.1	0.282514006437156	1
C30A5.4	0.283991054632486	1
abf-5	0.284832219835987	1
mpz-6	0.285302548410669	1
K08D9.9	0.285513215135125	1
C50C3.5	0.288001286461238	1
B0041.1	0.288272763922191	1
pqn-89	0.28870059261669	1
pqn-60	0.289619601588034	1
Y41C4A.11	0.28984871571958	1
C16D9.5	0.29086447251118	1
F09E8.1	0.290947034536686	1
R155.3	0.292747330935686	1
F59A6.12	0.293107705101237	1
Y44A6D.2	0.294599792690136	1
C14A4.13	0.295554363848935	1
T08G3.13	0.297686016302855	1
F49E11.7	0.298412760094583	1
T10E9.6	0.298684516722683	1
C07A4.3	0.299579132831525	1
dhhc-13	0.300219703957912	1
kcnl-2	0.303820950253788	1
Y106G6D.3	0.30396021913619	1
ZK354.7	0.304091033910544	1
M176.9	0.305358381132639	1
F59B2.15	0.305507957822425	1
F46C5.7	0.305562835895502	1
nhr-62	0.306144262804146	1
C39D10.2	0.307667186020108	1
ZC443.2	0.308410458646401	1
unc-80	0.308881802284625	1
cutl-23	0.308913550197614	1
C50B6.9	0.311317960410502	1
Y116A8A.4	0.311466646962931	1
ric-3	0.312526451726308	1
egl-21	0.313195905196686	1
lgc-31	0.314995696839828	1
K08F4.5	0.316796760288496	1
zmp-1	0.316965606814206	1
Y18H1A.1	0.317435056815243	1
D2096.9	0.318769432649744	1
T06E4.5	0.319921736591918	1
F35C5.1	0.32192845814878	1
F10E7.9	0.322073544836293	1
F26D2.10	0.325102391979182	1
T16G12.7	0.325669720618559	1
spin-2	0.32628664405379	1
tat-2	0.326736251562489	1
Y50D4B.1	0.328170956147737	1
F38B2.6	0.329934573142052	1
F42A9.7	0.333741452556273	1
T02H6.7	0.333747976619594	1
R02E4.2	0.33429085796745	1
K08E7.4	0.337949927975621	1
B0207.1	0.339914164423483	1
R13A5.15	0.342557282337269	1
C06H5.8	0.3426177661573	1
F20D1.3	0.343618441785264	1
arrd-15	0.34362804917486	1
ccb-1	0.343756315199199	1
cls-1	0.344698700294453	1
lgc-54	0.344898408314853	1
twk-47	0.344975982192279	1
pha-1	0.34504465094632	1
bed-2	0.345165572375306	1
slo-2	0.345309374380955	1
Y54G11A.7	0.345656838231862	1
gcy-35	0.345686549096731	1
his-5	0.345695391061861	1
T21D12.14	0.345726911656941	1
C04G6.2	0.34576720187476	1
C49C8.5	0.345784570048398	1
W02B12.4	0.345795037126963	1
gst-6	0.345800697779815	1
R12B2.6	0.345817556636198	1
C29F3.7	0.34582537671722	1
lgc-43	0.345829566210309	1
W08E12.2	0.345838629191791	1
gly-8	0.345839596657159	1
aagr-4	0.345840522105169	1
col-182	0.345842528307455	1
F32D8.7	0.345854393334919	1
cht-2	0.345857267978377	1
W09H1.1	0.345864479813958	1
dot-1.2	0.345865058181981	1
F27C8.3	0.34598628817651	1
ubc-8	0.347680882864826	1
fbxc-34	0.34778452260089	1
C01G10.16	0.351442024145609	1
doxa-1	0.353516027928543	1
F15G9.1	0.353741468614113	1
tpa-1	0.354526661768032	1
dylt-3	0.358600750902815	1
stg-2	0.359044996366903	1
T06C12.12	0.360462519744499	1
F19C7.5	0.360654311626283	1
C16C8.22	0.363845222534643	1
F45E1.5	0.364769292643535	1
B0524.2	0.366021440124927	1
C45G9.9	0.36687051526964	1
H04M03.11	0.367152597080111	1
flp-18	0.367546563159125	1
K07H8.12	0.367783526650771	1
Y119C1B.11	0.368681078401475	1
lir-3	0.368960969311831	1
Y47G6A.13	0.368976714819545	1
scrm-1	0.36997689568788	1
H27M09.5	0.370237537681305	1
chs-2	0.370795796352177	1
Y116A8C.37	0.371179941102864	1
inx-18	0.371425766052431	1
F17H10.2	0.371565392148064	1
mbk-1	0.371794095793786	1
K05C4.8	0.37213840864698	1
rhgf-2	0.372420526513555	1
F10D7.5	0.372562150437605	1
Y71A12B.8	0.372866600934495	1
shn-1	0.373098966971925	1
C27D8.2	0.373126246715214	1
C18A11.3	0.373460424040691	1
srsx-34	0.37348454739833	1
his-9	0.373627545234254	1
F19B2.5	0.373861829495569	1
M28.10	0.373910235169696	1
F32A5.3	0.373913832865177	1
col-58	0.373924455284817	1
clec-66	0.373944599948571	1
Y34F4.1	0.373971926184724	1
R05A10.6	0.37398484929477	1
F16H6.10	0.374001449414737	1
ZK550.6	0.374024357756859	1
B0034.1	0.37406332412518	1
col-145	0.374076993893981	1
ceh-2	0.374085278529679	1
ZK84.1	0.37410180240834	1
set-28	0.374107834615367	1
Y37H2A.10	0.374107834615367	1
grl-31	0.374107834615367	1
T22F7.1	0.375960000577171	1
nlp-14	0.376246651594948	1
H04J21.1	0.377985883272502	1
mlck-1	0.382158877384047	1
catp-4	0.382615871931792	1
dlc-3	0.386615946098046	1
mec-6	0.390659744137362	1
C18E3.3	0.390687509466552	1
F25E2.3	0.390791497530217	1
daf-4	0.390809245318521	1
ZC250.2	0.390860804145738	1
Y20F4.8	0.390940841198618	1
T05C3.6	0.390956337152684	1
F20D6.5	0.391005237345819	1
F40D4.13	0.391027066042991	1
mec-14	0.3910380975934	1
swan-2	0.391044176230174	1
W03C9.6	0.391066716969998	1
klp-4	0.391081012051553	1
Y48G1C.6	0.391101497905786	1
hrg-6	0.391120100061259	1
B0228.1	0.391143959657725	1
C55A6.12	0.391187879679335	1
F35G2.3	0.391194341884908	1
EGAP2.1	0.391195103040562	1
snt-1	0.391344415377495	1
clec-265	0.391357701351079	1
set-33	0.391383023617314	1
Y53F4B.12	0.391397384127348	1
nas-9	0.391427891577863	1
math-31	0.391432164094999	1
bbs-5	0.391432981061749	1
C17E7.9	0.391444789801513	1
nlp-11	0.391450882192127	1
T23B12.5	0.391453924529111	1
C17E7.12	0.391459036849328	1
F08D12.3	0.391466958719648	1
D1081.4	0.39181322789587	1
Y39F10C.3	0.39284171350797	1
clec-73	0.393068361721138	1
nspb-7	0.39357240081766	1
lgc-34	0.393934486998325	1
Y22D7AR.2	0.395137324259141	1
B0393.9	0.395522143750291	1
trp-2	0.396823227973029	1
str-164	0.399118228802424	1
best-22	0.403241623496563	1
F27D4.6	0.403265736886876	1
dhhc-12	0.403682905671398	1
Y69E1A.4	0.403932887731846	1
mlc-7	0.407520706997435	1
glr-4	0.40761302601735	1
F55H12.5	0.40871182807976	1
Y49E10.10	0.409392293107232	1
lys-8	0.410001617930394	1
C33C12.4	0.411702643712619	1
Y50E8A.10	0.41471129640472	1
F38A5.6	0.415671079295856	1
T22C1.8	0.416136739899571	1
spe-26	0.417591610470851	1
acl-13	0.41759968928215	1
Y73F8A.12	0.417879816479867	1
oac-19	0.418101859436424	1
osm-10	0.419548653370696	1
C50B8.5	0.420286544706505	1
F32A5.4	0.42060466214482	1
Y110A2AL.9	0.421357044149128	1
crm-1	0.421441935465315	1
F44D12.6	0.422178339019009	1
T07D10.1	0.423138466378135	1
snb-7	0.424541969850876	1
C45E1.5	0.424850541052233	1
K09F6.13	0.425775339874393	1
C25H3.1	0.42610362133572	1
C45G9.4	0.4288379884749	1
ephx-1	0.432561653470142	1
T24B8.3	0.43491672522434	1
ncs-4	0.436056974879436	1
R155.5	0.440072658358537	1
Y75B8A.11	0.440962883421095	1
C27A2.5	0.442808907211074	1
F52F12.5	0.444771756582446	1
F53C3.1	0.446294669233093	1
Y51A2B.4	0.447622910643962	1
T25B9.4	0.448983878179288	1
snx-27	0.450718862047779	1
F48F5.6	0.450783812524603	1
hasp-2	0.451081043733184	1
tag-180	0.452035981029806	1
C30F2.3	0.452221083193885	1
bath-46	0.454616681483983	1
C15H11.13	0.455390617352078	1
C06C6.8	0.455437659612277	1
srb-16	0.456119475818147	1
sup-10	0.456945526284774	1
C07B5.4	0.4569779957384	1
F37A8.1	0.459976270595245	1
F54C9.14	0.461245207760829	1
C03B8.3	0.463971992197764	1
Y53C12A.8	0.464130156076687	1
K09F6.3	0.464222593477212	1
oac-50	0.464563528495674	1
C04G2.2	0.464660347372259	1
C27D6.11	0.467302880450627	1
F54C9.7	0.472558943136209	1
B0379.7	0.47289641722031	1
C06C3.10	0.475996007802141	1
Y69F12A.1	0.476711044926398	1
C05G5.1	0.477728115845315	1
Y48G8AL.13	0.479028192432226	1
amt-2	0.480900134716732	1
Y69H2.3	0.482171305083507	1
